image_id,color_variance,color_min,color_max,color_median,color_mean
ISIC_0008029,2008704967808.9626,2941508.8487338326,7152182.618873999,4277326.199971776,4277326.199971776
ISIC_0002829,445943528929.77747,3206800.6509613674,5124652.347730294,4314930.633926796,4314930.633926796
ISIC_0013499,2927796878317.355,3558614.2912905617,8735939.99786587,6350507.926236844,6350507.926236844
ISIC_0012905,4330704126417.936,3490881.749410422,10044214.769532142,6029960.902681628,6029960.902681628
ISIC_0013047,488422636333.80725,1966270.6223744373,4185252.1022751005,2638702.4295913987,2638702.4295913987
ISIC_0013079,4974727984844.673,4623612.48009224,12435730.785525773,8364512.123541223,8364512.123541223
ISIC_0013244,3388928256417.5835,2564596.6585793584,8511143.14962283,4444615.245928388,4444615.245928388
ISIC_0010036,668789176752.2379,1614737.6073314159,4642395.373531479,3241495.8576669865,3241495.8576669865
ISIC_0013578,424095740239.2811,3470693.5017215856,5203742.730447575,4053015.062544472,4053015.062544472
ISIC_0010332,7635619280100.45,3296398.124768292,11616927.045251818,6085749.26825857,6085749.26825857
ISIC_0004115,1582941349622.3218,4012568.6664764187,6851120.087027903,5251460.909525319,5251460.909525319
ISIC_0013140,504067541983.37805,2367453.920290375,4697922.537657054,3855087.91967612,3855087.91967612
ISIC_0014838,4190799026167.9546,3146955.68576703,10182082.74536949,4555944.4100910025,4555944.4100910025
ISIC_0014806,9440816566452.332,1730530.6351430817,11089648.298294976,3992045.954688124,3992045.954688124
ISIC_0013198,1700695970253.3335,2033180.3510729005,5849004.300771678,3568501.0037162877,3568501.0037162877
ISIC_0010455,17467614554791.168,4777495.700316907,18993312.753497228,8925814.944410067,8925814.944410067
ISIC_0007038,236766255806.77725,2422106.5361098964,3737563.926923918,3103130.2389456714,3103130.2389456714
ISIC_0012986,366622897397.69604,2736948.9772762307,4558230.408565351,3071914.796673142,3071914.796673142
ISIC_0013424,98424173591.78891,3334164.002337641,4093321.4178048414,3388320.001754656,3388320.001754656
ISIC_0010053,1838487682296.7695,3339753.9882322843,7388347.1091839345,5901139.76438987,5901139.76438987
ISIC_0010357,4997536476319.249,2776417.7660542866,8905701.419066533,4474552.780577624,4474552.780577624
ISIC_0013523,529734360773.5871,2040006.9978768576,4175400.4275539424,2941668.956722461,2941668.956722461
ISIC_0013326,3045263934281.904,4060190.965372006,10394233.704417404,6127950.488792576,6127950.488792576
ISIC_0001105,1486262171463.0742,2834252.094797354,6887690.913891949,5008431.295953715,5008431.295953715
ISIC_0010552,570893853371.0378,3071885.5275556436,5655186.377620632,4023961.531315401,4023961.531315401
ISIC_0009430,1501081963188.2405,2095522.195274729,6063337.830919708,3555927.220896,3555927.220896
ISIC_0008992,1577047055646.0896,3040691.1612396315,7431100.496756126,5229719.90972152,5229719.90972152
ISIC_0002975,2409478030270.6313,2401500.4208812607,7290114.378790583,3931087.9291574215,3931087.9291574215
ISIC_0000498,2834898265319.2617,1808182.493327649,7553235.859370357,3421912.620509243,3421912.620509243
ISIC_0012685,1305993922540.1504,2964150.974651001,6235043.093803311,3671804.592169442,3671804.592169442
ISIC_0014062,1699285101660.5867,2570263.6271344894,6630575.349109741,5172211.074316304,5172211.074316304
ISIC_0012460,3190116879520.1846,3153007.8766549844,9808055.513093848,5005477.81237831,5005477.81237831
ISIC_0011214,5665192458978.933,3854573.600746568,12007935.567084104,5587325.3911656095,5587325.3911656095
ISIC_0012663,572345468631.4856,2963310.1041962323,4978706.967609984,3566496.5818515737,3566496.5818515737
ISIC_0000046,1981078664174.7183,2938912.2769923783,6731513.755866048,4744674.703696573,4744674.703696573
ISIC_0000078,524371861501.5956,1568779.90148615,3688664.1214363524,2262869.417475879,2262869.417475879
ISIC_0014667,2158701355752.7473,985556.5030348222,4876472.087929353,2894916.516121326,2894916.516121326
ISIC_0000245,290628941531.2566,2442112.682050398,3867737.1598657784,3094469.871620213,3094469.871620213
ISIC_0009930,1212181723497.6145,3293662.2002567393,6855307.851661675,4819784.92312081,4819784.92312081
ISIC_0000141,742287360600.1312,1737324.557453135,3921440.6961246813,2387336.774423658,2387336.774423658
ISIC_0014760,6709978677680.367,4676863.262954227,11008297.989518946,6468124.230838787,6468124.230838787
ISIC_0000342,409089343481.09406,4128674.479084967,6040891.706878306,5411256.563678805,5411256.563678805
ISIC_0011110,1155247040018.8013,2272664.7682703254,5359962.208803722,2974586.2621818255,2974586.2621818255
ISIC_0000547,2648962651762.9556,3916534.720805984,8921460.981618581,4714947.476975526,4714947.476975526
ISIC_0014366,2594939422408.752,2168860.445639266,7621343.329002469,3744315.315262751,3744315.315262751
ISIC_0014183,159126058733.7345,2445967.1830596533,3801601.516899014,3288615.5510389367,3288615.5510389367
ISIC_0014585,903030712810.2926,1833915.3341001857,4600107.063706705,3018960.429388279,3018960.429388279
ISIC_0012187,2305384010326.318,2790741.8177832873,7585229.777915521,4151635.453520545,4151635.453520545
ISIC_0010852,3889386050106.36,3159995.7924986132,10088748.622781476,4852054.5547005,4852054.5547005
ISIC_0012384,587350769469.8041,3499306.126298146,5782602.3523161495,4542370.146025271,4542370.146025271
ISIC_0000199,1580411019485.6846,2194760.6509832605,6053902.478438702,4682490.892708164,4682490.892708164
ISIC_0000363,15090694291041.21,3887121.277050481,14837668.538678965,6207794.041059208,6207794.041059208
ISIC_0009911,1538358191827.5132,3425331.940682685,6581237.847017003,4531384.7624951815,4531384.7624951815
ISIC_0000160,26300812576775.293,3869415.6824185913,18510484.426997248,9186008.312725153,9186008.312725153
ISIC_0014347,507179665658.994,2913099.5452882512,5161585.200483357,4196224.83456588,4196224.83456588
ISIC_0014144,522195526747.13934,2434761.7610642803,5038477.096280895,3873257.6053394806,3873257.6053394806
ISIC_0011131,1139560694716.3088,2637957.520461953,5992591.295647709,4488914.373502688,4488914.373502688
ISIC_0013802,916180726442.046,2441125.360093643,5354245.670628488,3190838.6027012425,3190838.6027012425
ISIC_0000385,991235159596.2172,3516013.247184477,6705616.037985796,4559096.182096591,4559096.182096591
ISIC_0000186,3426313776094.3955,3206021.5978175034,9297586.779668318,3983294.7986933733,3983294.7986933733
ISIC_0000282,675664428452.7874,2102073.7678052364,4464570.297389693,3358782.9674218497,3358782.9674218497
ISIC_0008552,784124229775.2698,2893724.1408039415,5223088.211866987,4412875.098533274,4412875.098533274
ISIC_0000081,2377152231892.6924,2512982.8966969135,6599587.701341628,4757687.023658944,4757687.023658944
ISIC_0000487,1428468163305.049,3239611.0234430544,6626648.779020389,5086125.110172749,5086125.110172749
ISIC_0000461,3130804502536.8877,3161566.699670523,8969992.195009174,5335288.313826799,5335288.313826799
ISIC_0000264,21767725203992.59,5234146.099266853,20997954.63202477,10421204.294419616,10421204.294419616
ISIC_0014646,974940213483.7773,4753316.144697641,7236661.536977132,5449201.73741803,5449201.73741803
ISIC_0000059,2052121850017.3418,1961158.4434110322,5980636.2949472815,3796073.406940246,3796073.406940246
ISIC_0000067,416844441845.68,2803198.6048630406,4984608.690578606,3657578.6980165485,3657578.6980165485
ISIC_0010348,4543438258814.6455,1950252.6421824035,8505394.749325763,5340206.024724305,5340206.024724305
ISIC_0010573,735557098562.435,1980789.9103498727,5210062.12805119,3216748.0138107613,3216748.0138107613
ISIC_0010595,2684133504189.77,2717237.1489414605,7460099.084594345,4763830.367445771,4763830.367445771
ISIC_0012878,1752106786121.8079,4498029.062048521,8576615.937110143,6171085.545737779,6171085.545737779
ISIC_0010193,557210346847.2213,2800250.3847861104,5083769.832597383,3834977.984226325,3834977.984226325
ISIC_0010094,2167265577729.2666,1850171.3211865711,7176098.5921498425,3098914.795786171,3098914.795786171
ISIC_0010492,7252023814386.507,48.48366920075621,10604295.340271913,4226042.933932666,4226042.933932666
ISIC_0010474,8415909633357.542,4541457.245597027,13368066.435773145,6133011.562691872,6133011.562691872
ISIC_0013200,1303894991849.8914,2492306.0330974846,6407504.771226415,4592391.079585954,4592391.079585954
ISIC_0012999,413567149065.80536,4049454.1363628763,5908437.904182909,4747240.238784624,4747240.238784624
ISIC_0013405,77954992694.02768,3012290.408168167,3827139.3756044754,3340345.8141030464,3340345.8141030464
ISIC_0013606,1433418971595.8586,3071707.1799479676,5843201.528280051,3971305.44967549,3971305.44967549
ISIC_0002251,1259467746933.8523,4102388.924248462,7347762.728396233,6294297.280698759,6294297.280698759
ISIC_0015204,896608534705.7925,1702696.0661971173,4928697.775025975,3909443.944494147,3909443.944494147
ISIC_0013559,1273858730266.895,2378568.7865299145,6430672.191225071,4829314.8944672365,4829314.8944672365
ISIC_0009297,1212470754475.704,2321538.743762926,5781686.375464632,3901129.886642215,3901129.886642215
ISIC_0013567,405390264631.6977,3497889.8194112787,6081290.429381486,4478637.772304474,4478637.772304474
ISIC_0004309,499502404209.4834,3665838.412509711,6050513.606348195,4753674.678993612,4753674.678993612
ISIC_0014819,5393348679692.351,3924887.0596686807,9663029.626224337,7488818.912296796,7488818.912296796
ISIC_0013187,489031225288.8608,3401002.796060836,5416979.502155956,4650822.7585536465,4650822.7585536465
ISIC_0013782,356081580571.97406,2294206.7847796143,4346070.680664135,2884921.8805282554,2884921.8805282554
ISIC_0012823,7499709448462.126,4342228.455655296,11692595.9764612,7827254.822541392,7827254.822541392
ISIC_0013581,1142240830912.1292,3218922.591849572,6158193.110814069,4553327.386276668,4553327.386276668
ISIC_0013685,1616810428776.926,2604384.7793351957,6172829.006338428,4392218.703800733,4392218.703800733
ISIC_0013486,2931915029416.364,2974905.816455316,8642219.938898573,4667362.563675702,4667362.563675702
ISIC_0014920,3159840152425.674,2846612.377388175,9508558.334925119,5063317.046414121,5063317.046414121
ISIC_0013080,293437062023.72144,2781038.649945891,4545500.508095147,3356215.5489846584,3356215.5489846584
ISIC_0010029,1488997661305.8765,2697402.7555987495,5787680.191213655,3958025.748345513,3958025.748345513
ISIC_0010017,491631232153.1458,2673251.16748192,5238163.642074773,4273207.065981215,4273207.065981215
ISIC_0012318,1597459231615.543,3152852.4745068485,7040083.006968565,4287804.929822837,4287804.929822837
ISIC_0009974,1169254190551.887,2422656.742009909,6013148.756526436,4601281.761160788,4601281.761160788
ISIC_0000105,3832862221060.076,3985535.3535028156,8945781.143323332,5437652.647276172,5437652.647276172
ISIC_0000338,3843071576976.6084,4156688.533219113,10775079.750999428,6027198.282743195,6027198.282743195
ISIC_0014527,595481023924.7273,1716365.2441587362,4026278.4924469744,2502712.112795709,2502712.112795709
ISIC_0000306,1516710714908.8958,1557511.745136486,6026338.865397924,3285358.776355248,3285358.776355248
ISIC_0014724,5121769023719.911,1733298.8591540935,8940864.431616938,4685171.833229292,4685171.833229292
ISIC_0012523,257384592570.7952,1935505.8098546441,3647270.431017492,2792645.3913525497,2792645.3913525497
ISIC_0003174,369958444458.8824,3648700.4286524137,5314214.417193067,4347469.293863379,4347469.293863379
ISIC_0000503,722923763756.7853,2307585.0079133003,5000801.414018213,3108335.0976657686,3108335.0976657686
ISIC_0005548,2477245495822.563,3187182.3706473242,8259858.621567205,4650681.314091659,4650681.314091659
ISIC_0002836,455572485302.7343,3605846.4868928785,5412319.638930656,4375647.324563045,4375647.324563045
ISIC_0009895,2678394107528.637,2406812.0346938404,8132295.368771911,4175663.5123063233,4175663.5123063233
ISIC_0014026,315708316699.8255,2301913.9147254964,3951443.3533443906,3002879.8610919486,3002879.8610919486
ISIC_0013986,3552252013543.05,3442779.4917016807,8949298.68832283,6301601.38277311,6301601.38277311
ISIC_0014225,1304017697526.6978,3022963.420500385,6757616.186536713,4726656.185464127,4726656.185464127
ISIC_0000002,4601614067648.594,3075590.275394777,9900590.450539023,4047578.379593076,4047578.379593076
ISIC_0009873,1612584117545.1912,2728315.633398085,6866491.485460325,4852404.518253081,4852404.518253081
ISIC_0000201,3145726823862.9395,2562992.2785260007,7940054.339543584,4312301.160231949,4312301.160231949
ISIC_0010066,3258082048790.0215,2706967.7216205723,8694537.07695848,3968045.159497203,3968045.159497203
ISIC_0010058,567868393128.2603,2151310.011111111,4847570.85268595,2990290.3638085397,2990290.3638085397
ISIC_0010265,466399660203.41437,3023609.8331245193,5455557.870733047,3712996.2584020225,3712996.2584020225
ISIC_0010460,1284964579175.1104,3036822.091585801,6065892.852543582,3885111.2079731147,3885111.2079731147
ISIC_0014951,2290302639007.977,1512996.5309403052,6509802.505414207,4823162.3081319695,4823162.3081319695
ISIC_0010080,912792253685.5553,1719821.3619003796,4418031.009202807,3368478.627222414,3368478.627222414
ISIC_0010187,7345129165753.369,3376089.5733079584,11997561.328651048,7151288.872626762,7151288.872626762
ISIC_0010581,4323316735700.77,3021593.2641138714,9203303.811916925,4131517.3977062684,4131517.3977062684
ISIC_0010567,6051860230082.541,4158797.6668294272,11057876.85264757,6824678.471218534,6824678.471218534
ISIC_0004346,465099175262.3378,2947395.8574002935,5094874.337644835,3941592.6729093087,3941592.6729093087
ISIC_0013516,487823049913.02264,2458396.116250942,4542902.276411505,4011659.3165232223,4011659.3165232223
ISIC_0010362,881907554242.1995,1928293.8527060673,4927874.405407766,3909296.7076835716,3909296.7076835716
ISIC_0012250,643126852060.8768,1765936.522939681,3938470.6567145274,2341443.5938079604,2341443.5938079604
ISIC_0000073,5715790365398.229,1221152.3156827574,7765164.064324521,3182032.4434089786,3182032.4434089786
ISIC_0014069,207476354507.69995,3563556.1828589067,5149635.507294225,4232296.900497913,4232296.900497913
ISIC_0000475,1258272564852.3677,1658621.876627032,4487934.29707048,1822769.4232638292,1822769.4232638292
ISIC_0012455,706572605321.6486,1858011.3692776405,4916918.809898081,2909484.9274911433,2909484.9274911433
ISIC_0000493,1833212688952.4312,2356064.2627529535,6174857.2808798645,3070785.516028924,3070785.516028924
ISIC_0000095,16221952575293.164,3713464.61275498,16528070.999414712,6059496.7877782835,6059496.7877782835
ISIC_0000391,226319513426.8193,2141563.290749082,3904635.8819147567,3085393.916487771,3085393.916487771
ISIC_0000192,2077140838800.673,2533676.5448947432,7208001.419885465,3557980.149543516,3557980.149543516
ISIC_0002879,1652792404768.703,2292605.227997058,7072943.279027665,5401462.693932651,5401462.693932651
ISIC_0013816,20432909208453.625,2575480.71971884,17952496.16264605,4329198.076013811,4329198.076013811
ISIC_0012789,184554612008.62378,2391537.530906114,4027156.604974837,3365213.649979532,3365213.649979532
ISIC_0011326,1071926440647.5624,1954421.9808900661,5736315.32606325,3724136.6134976894,3724136.6134976894
ISIC_0014353,300456298960.8225,1905183.9906812974,3723003.6485301037,2309146.113751916,2309146.113751916
ISIC_0014150,299417814179.7673,1874362.244888274,3963937.4427856696,2834953.105084646,2834953.105084646
ISIC_0000377,2211224349679.8066,2145368.9678151975,6942845.638533674,3654229.0009329026,3654229.0009329026
ISIC_0000349,1377335426553.4731,2815750.9586628797,6720967.205025125,4360223.596547957,4360223.596547957
ISIC_0009905,2101685247132.5818,2623654.017700579,6652097.1446841005,5004258.803333971,5004258.803333971
ISIC_0000174,1465125072118.0603,1235818.5754279138,5283321.301860171,3194518.597853934,3194518.597853934
ISIC_0000016,347644142622.31635,1918659.6814286318,3612836.4862301406,3003647.063494744,3003647.063494744
ISIC_0014609,8477635255236.264,2334742.2008243473,10854233.65025871,4137430.371526785,4137430.371526785
ISIC_0012235,1047033418412.4523,4166481.1036354997,7217888.199722313,5976009.535079835,5976009.535079835
ISIC_0000028,2029684231388.4614,1202684.670735297,6078447.247597742,2507018.08572905,2507018.08572905
ISIC_0000215,4432780385286.24,2892184.6600568797,9018953.251279084,5379047.34129366,5379047.34129366
ISIC_0000410,2131956010972.397,2426115.965005914,6587977.869695352,4892035.511212724,4892035.511212724
ISIC_0014032,1049335535769.6636,3031494.4197342517,5695759.536729002,4379948.895451936,4379948.895451936
ISIC_0005666,2447143511265.3945,3106524.1167300483,8066948.297453049,5758009.557632315,5758009.557632315
ISIC_0011079,2800187020944.6733,3809895.1217004405,8767811.171876496,5259637.861568218,5259637.861568218
ISIC_0009881,1128937933395.6887,3121624.8284524065,5925490.204033469,5391948.026004791,5391948.026004791
ISIC_0005787,550642447758.9797,3851352.107842958,5953136.612864234,5160096.257623486,5160096.257623486
ISIC_0011140,1255293685824.3281,2460169.6088825213,6052027.0288522765,4099898.9901504293,4099898.9901504293
ISIC_0014308,2729810751807.3286,3240042.3251768863,8966292.001570147,5879181.661912205,5879181.661912205
ISIC_0000517,832663106517.1743,2661648.704579754,5166493.191911499,3924146.437547309,3924146.437547309
ISIC_0011343,992020596014.7212,1927276.4810796194,4880835.737818791,2910307.1331778467,2910307.1331778467
ISIC_0000529,1728372007892.6868,2797555.5865084515,7311502.147718961,3920191.4696857324,3920191.4696857324
ISIC_0009960,4378727418151.1084,5159280.908348737,12211165.793130007,6826593.839725816,6826593.839725816
ISIC_0000111,11579721503827.574,2336175.784992171,12668269.516411869,2915797.1538325767,2915797.1538325767
ISIC_0014730,638773016994.8158,2323609.032643041,4599353.065868698,3814180.110538992,3814180.110538992
ISIC_0012332,577185293335.3224,2016415.8466418895,4301123.18514592,2653893.1785495235,2653893.1785495235
ISIC_0013474,326726849121.89636,2912212.2659168593,4705233.575524826,4211314.672893881,4211314.672893881
ISIC_0010003,3419087181675.714,3246259.133030647,9275403.684146803,4636622.151494515,4636622.151494515
ISIC_0010606,11996321248142.145,4794716.010011525,15617412.472018149,11663531.449402189,11663531.449402189
ISIC_0013094,726281176007.5133,2026232.4084776903,4654217.159055118,3464734.1944881887,3464734.1944881887
ISIC_0012930,2321519229327.8247,2436571.7898159516,7276107.02447264,4359049.042000429,4359049.042000429
ISIC_0013691,357196600316.0758,1306250.5679323901,3351691.6426889943,2150788.1160431514,2150788.1160431514
ISIC_0013492,1348392599363.9854,3568960.257301337,7643221.875798447,4928199.833526012,4928199.833526012
ISIC_0013796,1034808081973.8501,535769.9193594784,4962806.166235178,2496286.5943842493,2496286.5943842493
ISIC_0013595,1189658111519.424,4466462.549221184,7477657.101784198,5020967.104956103,5020967.104956103
ISIC_0013390,2137377898761.4282,1751903.747727508,5387335.691388971,4053367.3625295875,4053367.3625295875
ISIC_0013193,2384286657434.1387,2061511.36960582,7259336.924209104,4658089.045508177,4658089.045508177
ISIC_0007557,1334645252957.18,2736808.910739352,6339613.924887873,4402979.561689006,4402979.561689006
ISIC_0010339,3230173862764.1416,3517527.279218908,8697647.02875054,5907733.650093673,5907733.650093673
ISIC_0013573,1786561425402.64,3695366.2568459027,7596095.751615723,4936118.5115649225,4936118.5115649225
ISIC_0010104,2510634621108.4146,4650683.248321584,9977050.906764014,6643210.8779372275,6643210.8779372275
ISIC_0012828,6477283130853.525,4353290.97747208,11153643.94975713,7223226.885261886,7223226.885261886
ISIC_0013789,847506800527.0657,3719142.4618284637,6120455.8163682055,5150402.338438581,5150402.338438581
ISIC_0014812,633617650670.5465,448402.98494347493,2879711.486653345,1891968.6444097161,1891968.6444097161
ISIC_0013369,860910468899.3221,3212047.123865394,6048014.85325278,4886171.669205849,4886171.669205849
ISIC_0010318,2060080693106.8052,2357770.0904904674,6367730.892892834,3788336.8893657047,3788336.8893657047
ISIC_0013552,303148165030.1941,2341469.259234555,3906207.1807482513,2759820.7616506577,2759820.7616506577
ISIC_0010326,728573194523.1875,1843867.7209239376,4603014.482638576,3943041.2331197932,3943041.2331197932
ISIC_0010022,5677864956649.212,2307255.0007786285,10153071.10567101,4085129.1313503026,4085129.1313503026
ISIC_0013656,354605753768.68384,945234.5963612851,2908542.9725185907,1392115.595891015,1392115.595891015
ISIC_0013053,77898455763.22598,3564307.287427458,4338983.187759822,3870436.51452922,3870436.51452922
ISIC_0013288,326723897052.58136,1831081.4850070013,3824253.285666899,2656759.146263566,2656759.146263566
ISIC_0014915,1696735522627.3633,3426971.3992750645,7293721.98825908,4346100.899249343,4346100.899249343
ISIC_0012911,1081424204765.2493,1733875.1613477487,5151565.845006006,2881636.1049020886,2881636.1049020886
ISIC_0011384,437438600942.90967,3321987.661397471,5220941.48303899,4696638.726222441,4696638.726222441
ISIC_0012715,558308291411.7706,3238422.8812644915,5794359.737182861,4364052.999536951,4364052.999536951
ISIC_0000508,1180717125262.3938,4813551.843794398,8168326.331990425,6193111.832039081,6193111.832039081
ISIC_0014317,6622481752675.007,3848353.3633269514,12353221.600906963,7219148.172390787,7219148.172390787
ISIC_0011362,722033731054.9447,1536081.4280648232,4037346.837629236,2761322.8540892554,2761322.8540892554
ISIC_0014114,43322256259159.84,2358207.9326257682,17489900.719611593,4851177.787469577,4851177.787469577
ISIC_0012516,463416858157.9556,1566602.255456603,3857167.7402603086,3228914.6955538355,3228914.6955538355
ISIC_0000536,1257123870852.437,1587993.8867012926,4828306.451785644,2792796.330796795,2792796.330796795
ISIC_0011161,19762394168555.5,4854718.585766067,16094565.319030214,7022787.770631233,7022787.770631233
ISIC_0014711,1654253882102.312,2042888.6435754688,5999421.75053411,3596389.9626199547,3596389.9626199547
ISIC_0009941,917436014199.9921,2159601.2298908485,5312267.709060377,3619793.3969925954,3619793.3969925954
ISIC_0000130,2339966749809.4766,640962.818546844,5593388.941616581,2057054.2563844996,2057054.2563844996
ISIC_0000234,4873700888204.65,3523150.2068666345,10335543.41914942,5258536.744430125,5258536.744430125
ISIC_0000009,1001778151464.8275,1471060.431673459,4712617.7778485315,2656377.0630624895,2656377.0630624895
ISIC_0012214,1250761217299.8484,2981739.4427037365,6070458.375422918,4591261.337553324,4591261.337553324
ISIC_0014628,1177283840427.4023,3402356.871999088,6717964.402461118,5368068.3305531815,5368068.3305531815
ISIC_0000037,1358635836411.1943,1104496.8524105968,4184739.8150069844,1687195.6241035454,1687195.6241035454
ISIC_0014013,3025396843663.0596,32.509554656043036,5903527.5126432665,3509747.2499280605,3509747.2499280605
ISIC_0000431,2243750234835.234,2179779.5301451935,7288986.836553859,3583738.965709955,3583738.965709955
ISIC_0014591,1639467223372.3274,3349748.9748539748,7902467.938619939,4620293.414909414,4620293.414909414
ISIC_0012390,2599300787761.6104,97.89836240453033,5533259.938645967,3867976.136715957,3867976.136715957
ISIC_0010846,134498091341.2386,3522343.542618493,4734562.671361047,3928025.719237244,3928025.719237244
ISIC_0014197,986568865797.1261,1929952.4001154264,4497200.502719838,3731773.7008956764,3731773.7008956764
ISIC_0013837,645835953532.0621,1201356.2650780142,4216841.006411348,1641801.2544113477,1641801.2544113477
ISIC_0014394,2562600540136.0625,3449630.509745381,8094608.723646162,5262787.866461055,5262787.866461055
ISIC_0011339,1264724888045.3376,2138019.0550104636,5231605.538671305,2443635.0738818077,2443635.0738818077
ISIC_0014171,171108489807.93628,3310803.294917944,4466159.229446289,3866003.3207414765,3866003.3207414765
ISIC_0014372,1112030229141.988,2095001.2010662518,5202438.050067933,3903675.530325806,3903675.530325806
ISIC_0012770,3516361933999.7383,3517214.824724561,9130363.819069166,6569578.244355074,6569578.244355074
ISIC_0012348,810862611566.3872,3486325.611451167,6666171.1486611385,4286752.3937128885,4286752.3937128885
ISIC_0000155,1449816787219.5952,1585664.128378068,5275059.952899306,2020404.9271525596,2020404.9271525596
ISIC_0012175,998677145739.5527,2869138.1971573387,5802242.512222396,3641199.528808068,3641199.528808068
ISIC_0000368,550584415945.219,1595018.815932953,3702234.6515563685,2613059.211357033,2613059.211357033
ISIC_0014577,2218091358415.7163,2889239.385731362,7799136.493957852,6040853.281090861,6040853.281090861
ISIC_0012376,3449884370835.877,3031609.0956906076,8808240.423425414,5170067.111418048,5170067.111418048
ISIC_0000052,10207881693718.496,3479404.921242434,13259311.728800453,4611142.869712345,4611142.869712345
ISIC_0000251,806468198724.6975,1034177.8036414364,3766748.6933160163,1782661.382759699,1782661.382759699
ISIC_0012271,479965281400.81067,2757044.642158248,5158655.311597421,4052034.1877430994,4052034.1877430994
ISIC_0014076,1245961595826.4768,2569739.179227118,6418264.26767019,4093589.816036448,4093589.816036448
ISIC_0012677,322339508985.6294,4113146.3174715913,5927236.87067945,5284548.018643465,5284548.018643465
ISIC_0012094,834100860809.9175,3000113.9265497616,5921147.297492694,4198064.105041532,4198064.105041532
ISIC_0000289,1750376217902.3557,1420579.954557112,5255194.435971153,3202360.9029949885,3202360.9029949885
ISIC_0012873,598041967371.5559,2644753.464032517,4751740.258468035,3462583.073793994,3462583.073793994
ISIC_0014849,3971284116278.1655,2899935.6890438823,9535011.049455767,6991490.204997583,6991490.204997583
ISIC_0014891,3768095100023.321,1747612.8709788185,7545701.254667467,4255092.183683233,4255092.183683233
ISIC_0010244,704556216316.7108,2114148.371015883,4159913.5733930287,2746537.558975589,2746537.558975589
ISIC_0010047,9316237453072.836,3312925.2976094442,10887510.718946466,7911830.040467868,7911830.040467868
ISIC_0013430,1224072315609.2568,2838355.547935459,6163286.501226022,3961807.772365861,3961807.772365861
ISIC_0015032,1879171844738.2935,956772.8980124043,5493412.964979364,3485631.8439060575,3485631.8439060575
ISIC_0013235,1690356316557.9326,2354593.1977462107,6295309.353827555,3815197.7699653152,3815197.7699653152
ISIC_0010441,174073398460.2721,2082105.349790916,3275351.087297644,2696087.919057674,2696087.919057674
ISIC_0014612,141266602033.95535,4146029.627040732,5299648.534218336,4471309.421342486,4471309.421342486
ISIC_0012415,1993166908351.4285,3754388.730212733,8246827.282692007,5517210.873494447,5517210.873494447
ISIC_0014029,748276419429.2904,2093956.3071968372,4449256.676047502,3275582.1316599557,3275582.1316599557
ISIC_0011358,13307075615627.898,4510563.525608098,13741832.286473285,9971343.958377399,9971343.958377399
ISIC_0012512,1117121652047.8877,2030838.0090344888,5413645.458373187,3876931.7789312527,3876931.7789312527
ISIC_0011165,940491423419.3063,4271667.284314837,6418794.590065812,5013296.368655207,5013296.368655207
ISIC_0000532,861245373965.4984,1249845.9687578436,4162408.977106699,1535784.2364430176,1535784.2364430176
ISIC_0003346,606968612366.1123,1693687.4656446155,3808306.6893162504,3032685.057375214,3032685.057375214
ISIC_0012711,727700353158.8677,3867483.824177836,6209508.130703875,4154082.1743939063,4154082.1743939063
ISIC_0011366,2464456409356.2793,4222037.503078799,8394599.405427866,4939194.474083483,4939194.474083483
ISIC_0012329,321465375904.1034,3427449.5072780754,5005517.538099907,4375542.397464076,4375542.397464076
ISIC_0009945,530410164587.5894,2133801.400945708,4374475.354871263,3762640.8407865525,3762640.8407865525
ISIC_0000134,512906479819.63855,2481473.3181366404,4777183.737476197,3490489.8023965443,3490489.8023965443
ISIC_0014516,1702303130204.4775,2446347.748755241,6412679.763119103,3587420.161553328,3587420.161553328
ISIC_0014715,624048676607.7777,2571636.101526192,4615705.324083523,3166136.0927174883,3166136.0927174883
ISIC_0010225,592558192543.9083,2320808.510286254,4514898.899926601,3028160.546586977,3028160.546586977
ISIC_0013652,838421395162.0377,2471252.327472457,5557046.76352592,4296288.104769835,4296288.104769835
ISIC_0010018,1539673096399.1206,3405395.5585201383,7767015.174302897,4806804.765427373,4806804.765427373
ISIC_0007475,833586746735.8984,3634020.6984509137,6377253.730327193,4956506.622364197,4956506.622364197
ISIC_0014911,1009046463658.4258,3264460.510693374,6376421.490570385,5757554.201030717,5757554.201030717
ISIC_0013489,1810288683468.1672,2861141.8311219085,6288584.402821902,5086062.587989784,5086062.587989784
ISIC_0013150,818648644384.5745,2376283.001782938,4964247.865295761,3772681.140721655,3772681.140721655
ISIC_0013568,3726168625328.8047,2228801.2293933607,8179293.112273999,4073807.760362156,4073807.760362156
ISIC_0009298,5161919855027.909,4269037.47459912,12053552.721256182,6379824.326691117,6379824.326691117
ISIC_0010043,1611104471963.1604,3028711.394613844,7010313.874701388,4564141.624586394,4564141.624586394
ISIC_0013434,2806016844933.8203,2915570.86568184,8221966.991837674,4144035.3215428954,4144035.3215428954
ISIC_0010240,1346160248218.6375,1813316.628594585,5436588.116277441,3316410.7246052716,3316410.7246052716
ISIC_0013032,1311353296946.3872,2605506.2088203356,6006283.264298717,3181665.029659258,3181665.029659258
ISIC_0012970,580470903597.6283,2681612.855928496,4664916.975467216,3149062.7557347333,3149062.7557347333
