image_id,ratio
ISIC_0013208,693743
ISIC_0010442,1617976
ISIC_0010247,3803102
ISIC_0013433,4115130
ISIC_0010044,610785
ISIC_0012949,1583412
ISIC_0002780,9995888
ISIC_0013737,1468462
ISIC_0015108,254034623
ISIC_0010340,7961617
ISIC_0013709,35326657
ISIC_0000457,2475915
ISIC_0014248,2346604
ISIC_0011203,5296579
ISIC_0000469,4741594
ISIC_0012674,15936700
ISIC_0014473,22657110
ISIC_0000051,14968417
ISIC_0000252,1505773
ISIC_0012097,3463452
ISIC_0012294,12027093
ISIC_0000089,11394838
ISIC_0014696,223232941
ISIC_0014093,6095128
ISIC_0012692,2336562
ISIC_0013933,29737717
ISIC_0014290,6723810
ISIC_0014397,35030280
ISIC_0014592,1861828
ISIC_0014791,111234492
ISIC_0000156,36532142
ISIC_0009919,5354105
ISIC_0012148,11820780
ISIC_0000355,2692373
ISIC_0008280,3894973
ISIC_0000550,5870799
ISIC_0011107,3521887
ISIC_0011304,1411126
ISIC_0012773,88762723
ISIC_0013340,6749420
ISIC_0013778,92016635
ISIC_0013398,2209952
ISIC_0014805,53300382
ISIC_0010236,1515088
ISIC_0013044,2942566
ISIC_0012702,863941
ISIC_0012501,41830315
ISIC_0011176,3527811
ISIC_0000521,101925541
ISIC_0000324,1680949
ISIC_0009968,6189252
ISIC_0000119,10986300
ISIC_0000127,26495269
ISIC_0009956,4909762
ISIC_0012107,21847224
ISIC_0011393,750589
ISIC_0013845,10216390
ISIC_0011294,4092466
ISIC_0013942,6052235
ISIC_0011097,1980493
ISIC_0009889,1450866
ISIC_0000223,10638153
ISIC_0012203,2481052
ISIC_0000020,9522190
ISIC_0000418,73564029
ISIC_0014004,15697840
ISIC_0003051,3694584
ISIC_0012406,1009059
ISIC_0000426,135751454
ISIC_0014166,33181433
ISIC_0000544,2367032
ISIC_0008294,4051725
ISIC_0014365,98021508
ISIC_0011310,2807690
ISIC_0014158,2002548
ISIC_0000142,7455342
ISIC_0009933,895190
ISIC_0000341,2247885
ISIC_0014763,349360249
ISIC_0002871,6384518
ISIC_0014785,186499424
ISIC_0010851,3636660
ISIC_0013927,18067803
ISIC_0002948,6524204
ISIC_0002976,9575437
ISIC_0014682,417904480
ISIC_0000045,3092407
ISIC_0000278,6120763
ISIC_0000246,4780439
ISIC_0014664,80231208
ISIC_0011229,8274068
ISIC_0014061,12254875
ISIC_0000443,9337880
ISIC_0011217,728720
ISIC_0013118,3412377
ISIC_0013126,3645808
ISIC_0002374,6003462
ISIC_0009035,15281364
ISIC_0010589,6041630
ISIC_0014860,91682720
ISIC_0010088,654199
ISIC_0013427,135537776
ISIC_0010468,2625553
ISIC_0013222,3780468
ISIC_0002476,11408810
ISIC_0010456,286572
ISIC_0013438,6023857
ISIC_0010477,10659998
ISIC_0013000,1734157
ISIC_0002469,8176209
ISIC_0010449,2924901
ISIC_0010570,11823483
ISIC_0013304,8022709
ISIC_0001119,10682959
ISIC_0010176,1497644
ISIC_0012845,3635777
ISIC_0010596,4611266
ISIC_0012699,1068193
ISIC_0000484,12241534
ISIC_0000281,3598378
ISIC_0000082,16226963
ISIC_0000259,11963302
ISIC_0000064,4822660
ISIC_0011208,2677611
ISIC_0012442,2946920
ISIC_0014179,16958009
ISIC_0011132,1504872
ISIC_0014742,263806359
ISIC_0000360,377913
ISIC_0000163,7083260
ISIC_0009912,370757
ISIC_0014599,30310275
ISIC_0000386,11774662
ISIC_0000185,2909299
ISIC_0013801,35735611
ISIC_0011088,4236776
ISIC_0009896,12741155
ISIC_0009870,259339
ISIC_0000001,544096
ISIC_0000202,22783471
ISIC_0000407,75797133
ISIC_0000439,5525204
ISIC_0000500,5372104
ISIC_0011157,1384784
ISIC_0012520,14081028
ISIC_0011169,4456146
ISIC_0009977,1886569
ISIC_0012325,19570912
ISIC_0009949,3469945
ISIC_0000138,6436401
ISIC_0012118,4513872
ISIC_0009991,5227726
ISIC_0008236,27172894
ISIC_0013864,67740920
ISIC_0014923,35445312
ISIC_0015284,145208862
ISIC_0010229,3263273
ISIC_0010014,1016111
ISIC_0013258,4477294
ISIC_0013065,4304288
ISIC_0001142,80510238
ISIC_0015158,58028221
ISIC_0015166,149961750
ISIC_0013184,42532190
ISIC_0011136,3520782
ISIC_0012742,956370
ISIC_0014545,4504690
ISIC_0000167,2896989
ISIC_0014778,37891565
ISIC_0000159,3613379
ISIC_0012179,1542161
ISIC_0000364,2102188
ISIC_0000181,5569137
ISIC_0000382,31787851
ISIC_0013805,16809914
ISIC_0000480,3471045
ISIC_0014699,289397112
ISIC_0000086,34464976
ISIC_0000285,4826200
ISIC_0014641,2798548
ISIC_0000263,2309268
ISIC_0000466,8130917
ISIC_0014044,26654680
ISIC_0012478,16825499
ISIC_0000458,3155604
ISIC_0004168,5812741
ISIC_0010574,3316660
ISIC_0013706,22848507
ISIC_0010371,3913808
ISIC_0010194,2682076
ISIC_0014845,38374300
ISIC_0010592,308466
ISIC_0010093,18562359
ISIC_0013601,10111875
ISIC_0010248,2662328
ISIC_0010075,6396429
ISIC_0013207,4701412
ISIC_0010473,12348977
ISIC_0002453,7606103
ISIC_0013166,9196833
ISIC_0013365,4594638
ISIC_0013383,3963519
ISIC_0006800,6827825
ISIC_0013087,2778831
ISIC_0014919,82625916
ISIC_0013682,14625445
ISIC_0013664,34732846
ISIC_0010213,2341961
ISIC_0014325,49813726
ISIC_0013886,3054139
ISIC_0012719,7888122
ISIC_0000504,11883167
ISIC_0014723,92679570
ISIC_0000301,4571198
ISIC_0000102,1499553
ISIC_0009973,2383276
ISIC_0013967,3540719
ISIC_0000206,6406435
ISIC_0009874,3761547
ISIC_0013981,17036650
ISIC_0014222,75125859
ISIC_0000403,23915608
ISIC_0013946,22996169
ISIC_0000024,5404343
ISIC_0000219,5474002
ISIC_0000227,1203933
ISIC_0014438,23617864
ISIC_0014605,67563543
ISIC_0000525,3403083
ISIC_0012706,7323115
ISIC_0000123,19640989
ISIC_0014501,41245378
ISIC_0012103,4655125
ISIC_0000320,1822739
ISIC_0014702,34248457
ISIC_0011397,8941501
ISIC_0013841,27511794
ISIC_0012902,19244320
ISIC_0015044,89214147
ISIC_0013243,39699880
ISIC_0013040,6855927
ISIC_0013147,7356149
ISIC_0013742,2402236
ISIC_0013599,3140242
ISIC_0010054,5476595
ISIC_0013423,52881565
ISIC_0010257,2797168
ISIC_0012981,5767527
ISIC_0013025,1294550
ISIC_0010452,4677868
ISIC_0001102,60062728
ISIC_0013719,7866267
ISIC_0010350,1911501
ISIC_0012682,659537
ISIC_0012481,1215276
ISIC_0014083,9501178
ISIC_0000099,34682544
ISIC_0012284,15688815
ISIC_0000242,9314726
ISIC_0000041,2405688
ISIC_0012664,4826576
ISIC_0000479,7908022
ISIC_0012459,2515682
ISIC_0011213,628135
ISIC_0000447,5864616
ISIC_0014361,8704765
ISIC_0011117,4873900
ISIC_0000540,3890168
ISIC_0000345,288825
ISIC_0009909,3327618
ISIC_0000146,9175026
ISIC_0009937,1687845
ISIC_0014582,42871865
ISIC_0012785,11834267
ISIC_0012811,1782153
ISIC_0013257,6809095
ISIC_0009599,20646464
ISIC_0013054,1866228
ISIC_0002206,1927192
ISIC_0010025,2623997
ISIC_0013689,1258184
ISIC_0009344,14976663
ISIC_0007693,9466010
ISIC_0008207,9378277
ISIC_0014515,36359134
ISIC_0012117,40042794
ISIC_0000137,20527654
ISIC_0009946,1732988
ISIC_0000109,27609820
ISIC_0014716,92693877
ISIC_0000531,2906274
ISIC_0011166,1496501
ISIC_0012511,17801361
ISIC_0011158,6030144
ISIC_0014229,3307016
ISIC_0000436,47455707
ISIC_0012416,71077503
ISIC_0000408,117369530
ISIC_0000030,9872672
ISIC_0012213,2065708
ISIC_0000233,8929983
ISIC_0009899,6570910
ISIC_0013830,2744756
ISIC_0014393,4052794
ISIC_0014190,29278180
ISIC_0012397,20301766
ISIC_0014795,102129215
ISIC_0014596,1935334
ISIC_0000351,1779677
ISIC_0012172,87458413
ISIC_0014570,10830777
ISIC_0000152,14020848
ISIC_0009923,4281985
ISIC_0011300,9685792
ISIC_0012777,432263
ISIC_0012749,57938160
ISIC_0000554,4650847
ISIC_0011207,352328
ISIC_0012670,2995846
ISIC_0014272,9832734
ISIC_0000453,32744281
ISIC_0012473,58049256
ISIC_0000256,957350
ISIC_0000268,10296079
ISIC_0008785,5362670
ISIC_0000055,16627058
ISIC_0011402,13223462
ISIC_0014692,51186408
ISIC_0012290,36359880
ISIC_0012696,4320401
ISIC_0012495,4773941
ISIC_0010599,5317581
ISIC_0013530,9252827
ISIC_0010344,3839136
ISIC_0013136,2039875
ISIC_0013335,18547647
ISIC_0001128,37788922
ISIC_0013031,7990698
ISIC_0013437,27879938
ISIC_0010040,6192230
ISIC_0013634,22494542
ISIC_0013409,6006537
ISIC_0013213,3329364
ISIC_0010467,1186233
ISIC_0013428,44936653
ISIC_0010262,1018543
ISIC_0010061,1064423
ISIC_0012952,19137712
ISIC_0010087,602061
ISIC_0010481,1754928
ISIC_0014851,55787364
ISIC_0010586,1339193
ISIC_0012855,5236674
ISIC_0010180,1694007
ISIC_0010365,3222103
ISIC_0013712,1407659
ISIC_0015113,32672090
ISIC_0013314,6126315
ISIC_0013129,2026714
ISIC_0011218,384187
ISIC_0012452,10970434
ISIC_0003005,14083666
ISIC_0014253,3673233
ISIC_0000074,11981565
ISIC_0000277,3818301
ISIC_0012257,7366406
ISIC_0000092,5266552
ISIC_0008541,8539771
ISIC_0000494,1376659
ISIC_0014088,25829082
ISIC_0014589,1714581
ISIC_0000396,15406857
ISIC_0010860,3095148
ISIC_0009902,2279945
ISIC_0000370,1716115
ISIC_0014157,39750591
ISIC_0012768,18468049
ISIC_0012756,41983503
ISIC_0011321,2686990
ISIC_0014169,10124070
ISIC_0013995,10595981
ISIC_0000212,4266264
ISIC_0012232,10198926
ISIC_0014630,7001657
ISIC_0009860,16620662
ISIC_0000011,2278288
ISIC_0014433,17625548
ISIC_0011098,1700774
ISIC_0013874,102256299
ISIC_0009981,542426
ISIC_0000315,1524100
ISIC_0012108,4793254
ISIC_0000128,4890282
ISIC_0000116,27283027
ISIC_0009967,2934249
ISIC_0014331,87219670
ISIC_0011344,2143377
ISIC_0014132,15428466
ISIC_0000510,2643512
ISIC_0013075,8660558
ISIC_0013248,970788
ISIC_0010207,835961
ISIC_0013670,2831758
ISIC_0013495,25539580
ISIC_0014933,17576789
ISIC_0014834,103831523
ISIC_0013397,6796962
ISIC_0013592,1986747
ISIC_0015190,247433712
ISIC_0013749,10765911
ISIC_0013777,42975961
ISIC_0013172,3317358
ISIC_0001152,52666916
ISIC_0013371,32826337
ISIC_0014092,3766575
ISIC_0014291,18453909
ISIC_0012693,3109847
ISIC_0000088,16649667
ISIC_0000050,9223146
ISIC_0000253,867326
ISIC_0014249,81686598
ISIC_0000456,23333906
ISIC_0014074,2318106
ISIC_0005620,4722048
ISIC_0012675,2749664
ISIC_0000468,7037195
ISIC_0000551,4805362
ISIC_0014173,75248813
ISIC_0011305,3598300
ISIC_0006350,14584287
ISIC_0012772,19196262
ISIC_0012177,3777055
ISIC_0000157,2107678
ISIC_0014748,124950743
ISIC_0009918,5377143
ISIC_0000169,2072397
ISIC_0012374,8170828
ISIC_0000354,2527085
ISIC_0014593,36731089
ISIC_0010844,2273221
ISIC_0014195,2850687
ISIC_0013835,28192562
ISIC_0012976,985101
ISIC_0015233,155634011
ISIC_0012990,2450898
ISIC_0010246,2367739
ISIC_0013432,11675919
ISIC_0010443,1410186
ISIC_0013034,8066115
ISIC_0013330,2966283
ISIC_0004166,8232608
ISIC_0012897,1340754
ISIC_0010341,2689132
ISIC_0015109,215622529
ISIC_0012871,7228270
ISIC_0014929,16360684
ISIC_0013089,5213150
ISIC_0010020,6978902
ISIC_0002438,3601419
ISIC_0001148,30765376
ISIC_0013355,911375
ISIC_0002107,8322439
ISIC_0012814,8457080
ISIC_0013969,19482121
ISIC_0011082,263973
ISIC_0000236,6046495
ISIC_0000208,16775089
ISIC_0012228,11511550
ISIC_0000035,13014316
ISIC_0000433,160863759
ISIC_0012413,2361130
ISIC_0000534,3978151
ISIC_0011163,2128246
ISIC_0013888,2237390
ISIC_0012311,14110760
ISIC_0014713,83490399
ISIC_0000331,1261632
ISIC_0000132,1674725
ISIC_0009943,4202501
ISIC_0011386,555158
ISIC_0000515,4062614
ISIC_0000113,14808882
ISIC_0009962,19291939
ISIC_0000310,3299441
ISIC_0009883,1589916
ISIC_0000014,7209813
ISIC_0012209,818222
ISIC_0000229,9664342
ISIC_0000217,6544980
ISIC_0012237,35896544
ISIC_0000412,65146012
ISIC_0013177,9280484
ISIC_0013772,3790316
ISIC_0012835,1225284
ISIC_0013597,1391111
ISIC_0014831,310644178
ISIC_0009758,11734065
ISIC_0014908,88719410
ISIC_0013096,19382434
ISIC_0012932,47211132
ISIC_0013490,9830665
ISIC_0010202,7621435
ISIC_0013675,17375019
ISIC_0009583,25478987
ISIC_0013112,4992738
ISIC_0010565,2558729
ISIC_0013311,2277612
ISIC_0012888,2605110
ISIC_0010360,6401489
ISIC_0010185,2126543
ISIC_0012969,3443775
ISIC_0012957,3293734
ISIC_0010064,1738528
ISIC_0010267,6282867
ISIC_0013610,5479075
ISIC_0013015,6540298
ISIC_0011119,1915900
ISIC_0011324,2705521
ISIC_0012550,13569057
ISIC_0011127,1418722
ISIC_0009939,6112134
ISIC_0000148,26513870
ISIC_0014769,124418908
ISIC_0000176,2811974
ISIC_0014554,25462902
ISIC_0012156,3420654
ISIC_0000393,66174320
ISIC_0000190,3651251
ISIC_0000491,5153878
ISIC_0012089,5128952
ISIC_0000294,13855480
ISIC_0000097,23817284
ISIC_0014650,14715591
ISIC_0000071,1445878
ISIC_0014453,6453344
ISIC_0000449,4088793
ISIC_0012469,53954649
ISIC_0011223,1504025
ISIC_0010216,1183848
ISIC_0010015,3948624
ISIC_0013687,1380132
ISIC_0014922,209968060
ISIC_0014825,147296329
ISIC_0015181,63823714
ISIC_0013758,33621124
ISIC_0013360,2179771
ISIC_0013163,1666084
ISIC_0013984,16383584
ISIC_0014422,182036681
ISIC_0009871,5963694
ISIC_0000000,9719636
ISIC_0014621,54411451
ISIC_0000203,26288984
ISIC_0009897,7961142
ISIC_0011089,1806066
ISIC_0013962,2515960
ISIC_0013865,17806330
ISIC_0014525,10559613
ISIC_0000107,16465925
ISIC_0009976,1472298
ISIC_0000139,14381891
ISIC_0014726,192087772
ISIC_0012324,4126075
ISIC_0000501,1722803
ISIC_0012521,17385414
ISIC_0011168,614807
ISIC_0000463,10898426
ISIC_0012246,9343686
ISIC_0000258,7407221
ISIC_0012278,1104136
ISIC_0000065,17540857
ISIC_0014099,48329048
ISIC_0000485,12198625
ISIC_0013800,3290719
ISIC_0000387,22675148
ISIC_0014598,13304708
ISIC_0000184,5646753
ISIC_0000361,2033708
ISIC_0000162,4505149
ISIC_0003728,2463925
ISIC_0011330,1423732
ISIC_0012544,676569
ISIC_0010476,2820565
ISIC_0013001,1247965
ISIC_0010448,6079148
ISIC_0015005,106617742
ISIC_0010070,4851289
ISIC_0010490,2384499
ISIC_0010597,3431556
ISIC_0010191,11773962
ISIC_0012844,10029845
ISIC_0013500,13838679
ISIC_0010177,496576
ISIC_0000882,10933385
ISIC_0010374,7073770
ISIC_0010571,2030381
ISIC_0001126,50462738
ISIC_0014898,261789761
ISIC_0013106,6381465
ISIC_0001118,156106295
ISIC_0010588,12455718
ISIC_0012865,12629954
ISIC_0010168,4429389
ISIC_0012883,4033617
ISIC_0013223,5577647
ISIC_0013625,11675715
ISIC_0010051,3867268
ISIC_0015219,90423347
ISIC_0012962,27484603
ISIC_0010089,648945
ISIC_0012386,37586798
ISIC_0010850,891062
ISIC_0000143,34708198
ISIC_0009932,8081680
ISIC_0000340,1161899
ISIC_0014762,561583927
ISIC_0012360,8243044
ISIC_0011112,9186874
ISIC_0000545,4919786
ISIC_0000442,35357739
ISIC_0012661,7181668
ISIC_0014263,4264108
ISIC_0000044,14322753
ISIC_0012259,9685319
ISIC_0000247,790845
ISIC_0014458,3964356
ISIC_0014665,79052501
ISIC_0014480,16264642
ISIC_0014683,138380409
ISIC_0012281,4763242
ISIC_0013918,6467169
ISIC_0013844,4978587
ISIC_0000325,1904049
ISIC_0009969,3101994
ISIC_0014707,57137399
ISIC_0000118,4231472
ISIC_0014739,117453507
ISIC_0000126,12199364
ISIC_0014504,13972833
ISIC_0005555,12917259
ISIC_0000520,17696190
ISIC_0011177,3139390
ISIC_0000419,81647695
ISIC_0000427,37657336
ISIC_0014238,8131469
ISIC_0000222,4195208
ISIC_0000021,13611184
ISIC_0009888,1779718
ISIC_0014804,37919289
ISIC_0009252,6698015
ISIC_0012800,41947923
ISIC_0010330,8466538
ISIC_0013747,16159910
ISIC_0013341,46478993
ISIC_0010034,3407163
ISIC_0013443,11289540
ISIC_0010237,1085554
ISIC_0012939,4465465
ISIC_0007087,19154540
ISIC_0012907,4567782
ISIC_0014903,258362316
ISIC_0000478,5161744
ISIC_0012665,1167466
ISIC_0011212,14475361
ISIC_0008396,2288952
ISIC_0000243,3008401
ISIC_0014661,82569912
ISIC_0012263,9073383
ISIC_0000040,6164723
ISIC_0012285,1398804
ISIC_0000098,2674817
ISIC_0012683,369594
ISIC_0013922,10161287
ISIC_0014082,123178720
ISIC_0014185,7052513
ISIC_0012382,17697143
ISIC_0010854,1568551
ISIC_0014583,2960511
ISIC_0000344,4549854
ISIC_0000179,13190155
ISIC_0000147,8828475
ISIC_0009936,757188
ISIC_0012167,6071210
ISIC_0014360,15249185
ISIC_0011315,4437038
ISIC_0014163,156483706
ISIC_0000541,4164947
ISIC_0013024,6109676
ISIC_0013219,1170630
ISIC_0013227,3068982
ISIC_0010055,1694848
ISIC_0010256,221222
ISIC_0013621,102562951
ISIC_0002093,40576757
ISIC_0012966,1978774
ISIC_0013525,26054063
ISIC_0010351,882457
ISIC_0012887,1715251
ISIC_0010554,4628827
ISIC_0001103,43886155
ISIC_0013320,7825959
ISIC_0010233,5178781
ISIC_0015045,245306320
ISIC_0012804,5491280
ISIC_0010334,7968339
ISIC_0013178,53448177
ISIC_0013146,30738829
ISIC_0014001,19170466
ISIC_0000423,28210163
ISIC_0006021,27455998
ISIC_0000025,4590883
ISIC_0012238,6719902
ISIC_0000218,8171660
ISIC_0000226,3447852
ISIC_0008116,9683242
ISIC_0013840,27034094
ISIC_0000122,22609594
ISIC_0009953,7210124
ISIC_0012102,5171955
ISIC_0000321,2181808
ISIC_0011173,557130
ISIC_0012739,618699
ISIC_0000524,5375374
ISIC_0013861,92018486
ISIC_0009994,4151864
ISIC_0012320,4495928
ISIC_0014722,195381143
ISIC_0000300,2684325
ISIC_0000103,14518082
ISIC_0009972,1048588
ISIC_0012726,1782927
ISIC_0014324,127141712
ISIC_0000505,5031532
ISIC_0014127,46292988
ISIC_0013980,10599028
ISIC_0014625,56272548
ISIC_0012227,35254413
ISIC_0000207,12406096
ISIC_0000239,4031199
ISIC_0009875,6769615
ISIC_0000004,5123603
ISIC_0013958,27736485
ISIC_0013181,1628310
ISIC_0014821,38570537
ISIC_0013762,38004835
ISIC_0013167,32975143
ISIC_0013364,3915588
ISIC_0010011,2990525
ISIC_0013458,5155072
ISIC_0010212,4996411
ISIC_0013480,3063658
ISIC_0015082,274861154
ISIC_0013086,2559495
ISIC_0014926,58720885
ISIC_0010593,553877
ISIC_0012840,13824102
ISIC_0013707,114842924
ISIC_0010370,1820993
ISIC_0012898,4795053
ISIC_0010173,1076362
ISIC_0010575,1038222
ISIC_0013238,11000387
ISIC_0010472,517411
ISIC_0010249,8348041
ISIC_0013403,6596378
ISIC_0010074,2834390
ISIC_0010092,1150169
ISIC_0010494,5710906
ISIC_0008256,13302725
ISIC_0013804,1348677
ISIC_0000383,12218967
ISIC_0014779,139397819
ISIC_0000166,2065951
ISIC_0009917,1447017
ISIC_0009929,428994
ISIC_0000365,584365
ISIC_0011137,6121237
ISIC_0014341,71163024
ISIC_0000467,9816345
ISIC_0014045,11027773
ISIC_0000061,5099269
ISIC_0014640,19685294
ISIC_0000262,564186
ISIC_0000087,42704028
ISIC_0000481,17347274
ISIC_0013092,28816511
ISIC_0013494,21391141
ISIC_0015295,542263342
ISIC_0010005,14992835
ISIC_0010206,1241700
ISIC_0013671,29535358
ISIC_0013249,3433645
ISIC_0013173,744726
ISIC_0013370,4704074
ISIC_0010102,3182508
ISIC_0013748,11859500
ISIC_0011099,12124877
ISIC_0013972,30491636
ISIC_0000213,3671559
ISIC_0012233,2718166
ISIC_0000010,1237390
ISIC_0014432,7592998
ISIC_0000416,23544115
ISIC_0011345,3261403
ISIC_0014133,55992206
ISIC_0000511,9691646
ISIC_0011146,1125780
ISIC_0000314,1527851
ISIC_0012334,4044844
ISIC_0009958,1312770
ISIC_0000129,6900129
ISIC_0014708,108416392
ISIC_0009966,2600785
ISIC_0014535,13417698
ISIC_0012137,5930026
ISIC_0013929,88361470
ISIC_0000495,2640384
ISIC_0014089,2804536
ISIC_0000093,3805103
ISIC_0000290,6787318
ISIC_0000075,4942472
ISIC_0012268,16362656
ISIC_0005000,4796960
ISIC_0014469,4222547
ISIC_0000276,4626073
ISIC_0014654,34664741
ISIC_0011219,1537910
ISIC_0012453,8558457
ISIC_0000473,15539852
ISIC_0011227,483754
ISIC_0014156,11772849
ISIC_0011123,3172258
ISIC_0000172,4541656
ISIC_0000371,3229233
ISIC_0012351,3597289
ISIC_0006795,9590033
ISIC_0010861,445201
ISIC_0000397,33216421
ISIC_0009504,6246322
ISIC_0010480,6615020
ISIC_0010086,4434606
ISIC_0013429,5399489
ISIC_0010060,1087963
ISIC_0013417,1981439
ISIC_0010458,2174049
ISIC_0013212,2343097
ISIC_0010466,1387799
ISIC_0013315,11162111
ISIC_0010364,3825220
ISIC_0013713,3768700
ISIC_0015112,131516533
ISIC_0012854,8318777
ISIC_0010382,9344938
ISIC_0014850,80801867
ISIC_0010587,3588644
ISIC_0014897,67281801
ISIC_0013334,37906592
ISIC_0010178,1495712
ISIC_0010598,326743
ISIC_0013635,11640707
ISIC_0010447,5204461
ISIC_0002459,6406361
ISIC_0010479,7556095
ISIC_0013233,1318481
ISIC_0014149,9198150
ISIC_0000555,2968636
ISIC_0011102,2026586
ISIC_0000350,3898821
ISIC_0014571,1440189
ISIC_0012173,8747178
ISIC_0000153,20659393
ISIC_0014794,157281075
ISIC_0000388,4771585
ISIC_0013831,11996134
ISIC_0012790,6185334
ISIC_0014191,81841963
ISIC_0012697,4808038
ISIC_0013936,2072198
ISIC_0012494,12571951
ISIC_0012291,29314910
ISIC_0014490,6452820
ISIC_0000269,623673
ISIC_0014476,15027223
ISIC_0000054,5364075
ISIC_0014273,23946281
ISIC_0012671,13046713
ISIC_0004985,20140369
ISIC_0011167,10045964
ISIC_0000530,2308388
ISIC_0014311,50030953
ISIC_0012713,948743
ISIC_0011159,10119036
ISIC_0012116,5285680
ISIC_0000136,31736537
ISIC_0009947,1547327
ISIC_0009979,1103438
ISIC_0000108,5239153
ISIC_0008600,26257634
ISIC_0008403,4590996
ISIC_0011382,3959376
ISIC_0009898,3761174
ISIC_0000031,9696487
ISIC_0012212,4797166
ISIC_0000232,1150592
ISIC_0000409,8583384
ISIC_0014216,60501274
ISIC_0010320,10231778
ISIC_0015168,414030645
ISIC_0013554,2975776
ISIC_0012810,6498882
ISIC_0014913,251649466
ISIC_0013688,21750694
ISIC_0010227,1765926
ISIC_0010219,1968021
ISIC_0010024,3040497
ISIC_0013268,7610261
ISIC_0013055,1173914
